rank,title,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
5988,nba street v3,GC,2005.0,Sports,electronic arts,0.23,0.06,0.0,0.01,0.29
5989,winback: covert operations,PS2,2000.0,Shooter,midas interactive entertainment,0.14,0.11,0.0,0.04,0.29
5990,punch-out!!,Wii,2007.0,Sports,nintendo,0.02,0.22,0.05,0.0,0.29
5991,flatout: head on,PSP,2008.0,Racing,empire interactive,0.13,0.11,0.0,0.06,0.29
5992,kagero: deception ii,PS,1998.0,Strategy,virgin interactive,0.03,0.02,0.22,0.02,0.29
5993,jikkyou powerful pro yakyuu 2000 kaimakuban,PS,2000.0,Sports,konami digital entertainment,0.0,0.0,0.27,0.02,0.29
5994,the bureau: xcom declassified,PS3,2013.0,Shooter,take-two interactive,0.08,0.16,0.0,0.05,0.29
5995,nba live 06,X360,2005.0,Sports,electronic arts,0.27,0.0,0.0,0.02,0.29
5996,guitar hero: van halen,Wii,2009.0,Misc,activision,0.14,0.12,0.0,0.03,0.29
5997,j-league victory goal '96,SAT,1996.0,Sports,sega,0.0,0.0,0.29,0.0,0.29
5998,shin megami tensei: strange journey,DS,2009.0,Role-Playing,atlus,0.14,0.0,0.14,0.01,0.29
5999,jeopardy! 2nd edition,PS,2000.0,Misc,hasbro interactive,0.16,0.11,0.0,0.02,0.29
6000,sd gundam g century,PS,1997.0,Strategy,namco bandai games,0.0,0.0,0.27,0.02,0.29
6001,ratchet & clank: size matters,PS2,2008.0,Platform,sony computer entertainment,0.13,0.1,0.03,0.03,0.29
6002,ben 10 ultimate alien: cosmic destruction,Wii,2010.0,Platform,d3publisher,0.17,0.1,0.0,0.02,0.29
6003,atelier iris 3: grand phantasm (us sales),PS2,2006.0,Role-Playing,tecmo koei,0.14,0.11,0.0,0.04,0.29
6004,itadaki street 2: neon sign wa bara iro ni,SNES,1994.0,Misc,enix corporation,0.0,0.0,0.29,0.0,0.29
6005,def jam rapstar,X360,2010.0,Misc,konami digital entertainment,0.25,0.03,0.0,0.02,0.29
6006,need for speed: the run,Wii,2011.0,Action,electronic arts,0.13,0.13,0.01,0.03,0.29
6007,from tv animation one piece: treasure battle!,GC,2002.0,Fighting,namco bandai games,0.0,0.0,0.28,0.01,0.29
6008,starhawk,PS3,2012.0,Action,sony computer entertainment,0.18,0.05,0.03,0.03,0.29
6009,dolphin,2600,1983.0,Action,activision,0.27,0.02,0.0,0.0,0.29
6010,imagine: fashion designer world tour,DS,2009.0,Simulation,ubisoft,0.27,0.0,0.0,0.02,0.29
6011,area 51,XB,2005.0,Shooter,midway games,0.22,0.06,0.0,0.01,0.29
6012,the smurfs: dance party,Wii,2011.0,Misc,ubisoft,0.22,0.04,0.0,0.02,0.29
6013,disney channel: all star party,Wii,2010.0,Misc,disney interactive studios,0.18,0.08,0.0,0.02,0.29
6014,ace combat: joint assault,PSP,2010.0,Simulation,namco bandai games,0.06,0.05,0.15,0.03,0.29
6015,hamster club 4: shigessa daidassou,GBA,2003.0,Simulation,jorudan,0.0,0.0,0.28,0.01,0.29
6016,medieval moves: deadmund's quest,PS3,2011.0,Action,sony computer entertainment,0.13,0.12,0.0,0.05,0.29
6017,angry birds star wars,X360,2013.0,Strategy,activision,0.16,0.11,0.0,0.03,0.29
6018,mega man x8,PS2,2004.0,Platform,capcom,0.14,0.11,0.0,0.04,0.29
6019,csi: deadly intent,Wii,2009.0,Adventure,ubisoft,0.13,0.13,0.0,0.03,0.29
6020,ford mustang: the legend lives,PS2,2005.0,Racing,take-two interactive,0.14,0.11,0.0,0.04,0.29
6021,ys: memories of celceta,PSV,2012.0,Action,nihon falcom corporation,0.15,0.01,0.1,0.04,0.29
6022,fifa soccer 13,3DS,2012.0,Action,electronic arts,0.06,0.2,0.0,0.03,0.29
6023,fast food,2600,1981.0,Action,unknown,0.27,0.02,0.0,0.0,0.29
6024,jikkyou powerful pro yakyuu 8,PS2,2001.0,Sports,konami digital entertainment,0.0,0.0,0.29,0.0,0.29
6025,viz,N64,1998.0,Racing,acclaim entertainment,0.23,0.06,0.0,0.0,0.29
6026,top gear overdrive,N64,1998.0,Racing,kemco,0.23,0.06,0.0,0.0,0.29
6027,xena: warrior princess - the talisman of fate,N64,1999.0,Fighting,titus,0.23,0.06,0.0,0.0,0.29
6028,jeremy mcgrath supercross 2000,N64,1999.0,Racing,acclaim entertainment,0.23,0.06,0.0,0.0,0.29
6029,the new tetris,N64,1999.0,Puzzle,nintendo,0.22,0.05,0.02,0.0,0.29
6030,ken griffey jr.'s slugfest,N64,1999.0,Sports,nintendo,0.23,0.06,0.0,0.0,0.29
6031,supercross 2000,N64,1999.0,Racing,electronic arts,0.23,0.06,0.0,0.0,0.29
6032,war gods,N64,1997.0,Fighting,midway games,0.23,0.06,0.0,0.0,0.29
6033,bladestorm: the hundred years' war,PS3,2007.0,Action,tecmo koei,0.1,0.03,0.14,0.02,0.29
6034,world of tanks,PC,2011.0,Shooter,wargaming.net,0.0,0.23,0.0,0.06,0.29
6035,jewel quest mysteries: curse of the emerald tear,DS,2010.0,Puzzle,avanquest,0.0,0.25,0.0,0.04,0.29
6036,duel masters: sempai legends,GBA,2003.0,Misc,atari,0.21,0.08,0.0,0.01,0.29
6037,marvel super hero squad,PS2,2009.0,Fighting,thq,0.14,0.11,0.0,0.04,0.29
6038,turning point: fall of liberty,X360,2008.0,Shooter,codemasters,0.23,0.04,0.0,0.02,0.29
6039,heroes of the pacific,PS2,2005.0,Simulation,codemasters,0.14,0.11,0.0,0.04,0.29
6040,dead rising: chop till you drop,Wii,2009.0,Action,capcom,0.15,0.07,0.05,0.02,0.29
6041,the lord of the rings: the third age,GC,2004.0,Role-Playing,electronic arts,0.22,0.06,0.0,0.01,0.29
6042,disney infinity,3DS,2013.0,Action,disney interactive studios,0.16,0.1,0.0,0.02,0.29
6043,fable: the journey,X360,2012.0,Role-Playing,microsoft game studios,0.18,0.09,0.0,0.02,0.29
6044,nicktoons: battle for volcano island,GC,2007.0,Action,unknown,0.22,0.06,0.0,0.01,0.29
6045,sonic boom: shattered crystal,3DS,2014.0,Action,sega,0.17,0.09,0.0,0.03,0.29
6046,just dance wii 2,Wii,2012.0,Misc,nintendo,0.0,0.0,0.29,0.0,0.29
6047,madden nfl 08,XB,2007.0,Sports,electronic arts,0.22,0.06,0.0,0.01,0.29
6048,dx game of life,PS,1996.0,Misc,takara,0.0,0.0,0.27,0.02,0.29
6049,pirates of the caribbean,XB,2003.0,Role-Playing,ubisoft,0.22,0.06,0.0,0.01,0.29
6050,operation flashpoint: red river,X360,2011.0,Shooter,codemasters,0.1,0.15,0.01,0.03,0.29
6051,one piece: pirate warriors 3,PS3,2015.0,Action,namco bandai games,0.0,0.09,0.19,0.01,0.29
6052,the punisher,XB,2005.0,Action,thq,0.22,0.06,0.0,0.01,0.29
6053,mlb pennant race,PS,1996.0,Sports,sony computer entertainment,0.16,0.11,0.0,0.02,0.29
6054,transformers: dark of the moon,X360,2011.0,Action,activision,0.13,0.13,0.0,0.03,0.29
6055,sd gundam gaiden: knight gundam monogatari: ooinaru isan,SNES,1991.0,Role-Playing,angel studios,0.0,0.0,0.29,0.0,0.29
6056,grid 2,X360,2013.0,Racing,codemasters,0.08,0.17,0.0,0.03,0.29
6057,wwii aces,Wii,2008.0,Simulation,destineer,0.27,0.0,0.0,0.02,0.29
6058,puzzle quest: challenge of the warlords,Wii,2007.0,Puzzle,d3publisher,0.26,0.0,0.0,0.02,0.29
6059,shrek super party,PS2,2002.0,Misc,tdk mediactive,0.14,0.11,0.0,0.04,0.29
6060,"sakura wars 4: koi seyo,otome",DC,2002.0,Adventure,sega,0.0,0.0,0.29,0.0,0.29
6061,"sakura wars: so long, my love",PS2,2005.0,Role-Playing,sega,0.07,0.05,0.15,0.02,0.29
6062,dynasty tactics,PS2,2002.0,Strategy,tecmo koei,0.06,0.05,0.16,0.02,0.29
6063,the urbz: sims in the city (us weekly sales),DS,2004.0,Simulation,electronic arts,0.27,0.0,0.0,0.02,0.29
6064,lightning returns: final fantasy xiii,X360,2013.0,Role-Playing,square enix,0.15,0.1,0.01,0.02,0.29
6065,feel the magic xy/xx,DS,2004.0,Puzzle,sega,0.17,0.0,0.1,0.02,0.29
6066,trivial pursuit,PS3,2009.0,Misc,electronic arts,0.12,0.12,0.0,0.05,0.29
6067,neopets puzzle adventure,DS,2008.0,Puzzle,capcom,0.26,0.0,0.0,0.02,0.29
6068,sonic & all-stars racing transformed,3DS,2012.0,Racing,sega,0.12,0.15,0.0,0.02,0.29
6069,shrek the third,Wii,2007.0,Action,activision,0.26,0.01,0.0,0.02,0.29
6070,snowboarding,PS,2000.0,Sports,midas interactive entertainment,0.16,0.11,0.0,0.02,0.29
6071,purr pals,Wii,2008.0,Simulation,deep silver,0.27,0.0,0.0,0.02,0.29
6072,dragon ball heroes: ultimate mission,3DS,2013.0,Misc,namco bandai games,0.0,0.0,0.29,0.0,0.29
6073,borderlands: the pre-sequel,PC,2014.0,Shooter,take-two interactive,0.11,0.15,0.0,0.03,0.29
6074,surf's up,PS2,2007.0,Sports,ubisoft,0.14,0.11,0.0,0.04,0.29
6075,blazblue: chrono phantasma,PS3,2013.0,Fighting,arc system works,0.13,0.0,0.14,0.02,0.29
6076,looney tunes racing,PS,2000.0,Racing,infogrames,0.16,0.11,0.0,0.02,0.29
6077,final fantasy x-2: international + last mission,PS2,2004.0,Role-Playing,square enix,0.0,0.0,0.29,0.0,0.29
6078,namco museum vol.2,PS,1996.0,Misc,sony computer entertainment,0.03,0.02,0.21,0.02,0.29
6079,rayman 3: hoodlum havoc,PS2,2003.0,Platform,ubisoft,0.14,0.11,0.0,0.04,0.29
6080,penguin no mondai: saikyou penguin densetsu! a penguin's troubles,DS,2008.0,Adventure,konami digital entertainment,0.0,0.0,0.29,0.0,0.29
6081,psi-ops: the mindgate conspiracy,PS2,2004.0,Shooter,midway games,0.14,0.11,0.0,0.04,0.29
6082,i spy: spooky mansion,Wii,2010.0,Puzzle,storm city games,0.27,0.0,0.0,0.02,0.29
6083,tomba! 2: the evil swine return,PS,1999.0,Platform,sony computer entertainment,0.16,0.11,0.0,0.02,0.29
6084,saw,X360,2009.0,Action,konami digital entertainment,0.13,0.12,0.0,0.03,0.29
6085,wappy dog,DS,2011.0,Simulation,activision,0.27,0.0,0.0,0.02,0.29
6086,dragon quest: shounen yangus to fushigi no dungeon,PS2,2006.0,Role-Playing,square enix,0.0,0.0,0.29,0.0,0.29
6087,beatmania append 4thmix: the beat goes on,PS,1999.0,Simulation,konami digital entertainment,0.0,0.0,0.27,0.02,0.29
6088,nascar 08,X360,2007.0,Racing,electronic arts,0.26,0.0,0.0,0.02,0.29
6089,world of warcraft: legion,PC,2016.0,Role-Playing,activision,0.14,0.12,0.0,0.02,0.29
6090,romance of the three kingdoms iii: dragon of destiny,SNES,1992.0,Strategy,tecmo koei,0.0,0.0,0.29,0.0,0.29
6091,power pro kun pocket 11,DS,2008.0,Sports,konami digital entertainment,0.0,0.0,0.29,0.0,0.29
6092,el shaddai: ascension of the metatron,PS3,2011.0,Action,ignition entertainment,0.11,0.07,0.08,0.03,0.29
6093,family guy: back to the multiverse,PS3,2012.0,Action,activision,0.12,0.12,0.0,0.05,0.29
6094,spyro: a hero's tail,GC,2004.0,Platform,vivendi games,0.22,0.06,0.0,0.01,0.29
6095,warriors orochi 2,PSP,2008.0,Action,tecmo koei,0.06,0.0,0.22,0.01,0.29
6096,ratatouille: food frenzy,DS,2007.0,Puzzle,thq,0.26,0.0,0.0,0.02,0.29
6097,links 2004,XB,2003.0,Sports,microsoft game studios,0.21,0.06,0.0,0.01,0.29
6098,pga tour 97,PS,1996.0,Sports,electronic arts,0.16,0.11,0.0,0.02,0.29
6099,bratz: super babyz,DS,2008.0,Action,thq,0.26,0.0,0.0,0.02,0.29
6100,battle & get! pokemon typing ds,DS,2011.0,Misc,nintendo,0.0,0.0,0.29,0.0,0.29
6101,kung zhu,DS,2010.0,Action,activision,0.26,0.0,0.0,0.02,0.29
6102,earthworm jim,GBA,2001.0,Platform,interplay,0.2,0.08,0.0,0.01,0.29
6103,tales of phantasia,GBA,2003.0,Role-Playing,nintendo,0.08,0.03,0.17,0.01,0.29
6104,the golden compass,PS3,2007.0,Action,sega,0.14,0.1,0.0,0.05,0.29
6105,f1 race stars,X360,2012.0,Racing,codemasters,0.07,0.18,0.0,0.03,0.29
6106,all star cheer squad,DS,2008.0,Sports,thq,0.26,0.0,0.0,0.02,0.28
6107,rugby world cup 2011,X360,2011.0,Sports,505 games,0.03,0.21,0.0,0.04,0.28
6108,ice age: dawn of the dinosaurs,Wii,2009.0,Action,activision,0.11,0.14,0.0,0.03,0.28
6109,monster 4x4: masters of metal,PS2,2003.0,Racing,ubisoft,0.14,0.11,0.0,0.04,0.28
6110,singstar country,PS2,2008.0,Misc,sony computer entertainment,0.14,0.11,0.0,0.04,0.28
6111,deathsmiles,X360,2009.0,Shooter,rising star games,0.15,0.06,0.05,0.02,0.28
6112,vmx racing,PS,1997.0,Racing,playmates,0.16,0.11,0.0,0.02,0.28
6113,hot shots golf: world invitational,PS3,2012.0,Sports,sony computer entertainment,0.0,0.0,0.28,0.0,0.28
6114,disney's extreme skate adventure,GBA,2003.0,Sports,activision,0.2,0.08,0.0,0.01,0.28
6115,dragon ball gt: transformation,GBA,2005.0,Action,atari,0.2,0.08,0.0,0.01,0.28
6116,bratz ponyz,DS,2007.0,Adventure,game factory,0.26,0.0,0.0,0.02,0.28
6117,super fire prowrestling x,SNES,1995.0,Fighting,human entertainment,0.0,0.0,0.28,0.0,0.28
6118,baby pals,DS,2007.0,Simulation,thq,0.26,0.01,0.0,0.02,0.28
6119,international superstar soccer,SNES,1994.0,Sports,konami digital entertainment,0.0,0.0,0.28,0.0,0.28
6120,metal gear solid v: ground zeroes,XOne,2014.0,Action,konami digital entertainment,0.15,0.11,0.0,0.02,0.28
6121,tigger's honey hunt,PS,2000.0,Platform,ubisoft,0.16,0.11,0.0,0.02,0.28
6122,the warriors,XB,2005.0,Action,take-two interactive,0.21,0.06,0.0,0.01,0.28
6123,monopoly streets,X360,2010.0,Misc,electronic arts,0.16,0.1,0.0,0.03,0.28
6124,shadow hearts,PS2,2001.0,Role-Playing,midway games,0.09,0.07,0.1,0.02,0.28
6125,nhl 2k11,Wii,2010.0,Sports,take-two interactive,0.24,0.02,0.0,0.02,0.28
6126,one piece: burning blood,PS4,2016.0,Fighting,namco bandai games,0.1,0.08,0.07,0.04,0.28
6127,haven: call of the king,PS2,2007.0,Platform,midway games,0.14,0.11,0.0,0.04,0.28
6128,street hoops,XB,2002.0,Sports,activision,0.21,0.06,0.0,0.01,0.28
6129,yu-gi-oh! double pack,GBA,2006.0,Role-Playing,konami digital entertainment,0.2,0.08,0.0,0.01,0.28
6130,x-men: reign of apocalypse,GBA,2001.0,Action,activision,0.2,0.08,0.0,0.01,0.28
6131,r: racing evolution,PS2,2003.0,Racing,namco bandai games,0.14,0.11,0.0,0.04,0.28
6132,tony hawk: shred,PS3,2010.0,Sports,activision,0.18,0.07,0.0,0.04,0.28
6133,netsu chu! pro yakyuu 2003,PS2,2003.0,Sports,namco bandai games,0.0,0.0,0.28,0.0,0.28
6134,atv quad power racing 2,GC,2003.0,Racing,acclaim entertainment,0.22,0.06,0.0,0.01,0.28
6135,digimon adventure: anode tamer,WS,1999.0,Role-Playing,namco bandai games,0.0,0.0,0.28,0.0,0.28
6136,fantastic 4: flame on,GBA,2005.0,Action,activision,0.2,0.08,0.0,0.01,0.28
6137,siren: blood curse,PS3,2008.0,Action,sony computer entertainment,0.0,0.17,0.09,0.02,0.28
6138,pro evolution soccer 2017,PS4,2016.0,Sports,konami digital entertainment,0.01,0.16,0.09,0.03,0.28
6139,chromehounds,X360,2006.0,Simulation,sega,0.24,0.0,0.01,0.02,0.28
6140,marvel nemesis: rise of the imperfects,XB,2005.0,Fighting,electronic arts,0.21,0.06,0.0,0.01,0.28
6141,the king of fighters '95,SAT,1995.0,Fighting,snk playmore,0.0,0.0,0.28,0.0,0.28
6142,pirates of the caribbean: dead man's chest,PSP,2006.0,Adventure,disney interactive studios,0.25,0.01,0.0,0.02,0.28
6143,assassin's creed ii: discovery,DS,2009.0,Action,ubisoft,0.15,0.11,0.0,0.03,0.28
6144,f/a-18f super hornet,GBA,2004.0,Simulation,majesco entertainment,0.2,0.08,0.0,0.01,0.28
6145,avatar: the last airbender,Wii,2006.0,Adventure,thq,0.24,0.02,0.0,0.02,0.28
6146,final fantasy vi advance,GBA,2006.0,Role-Playing,nintendo,0.0,0.0,0.28,0.01,0.28
6147,polaris,2600,1982.0,Action,tigervision,0.26,0.02,0.0,0.0,0.28
6148,viewtiful joe,PS2,2004.0,Action,capcom,0.14,0.11,0.0,0.04,0.28
6149,triple play 2000,N64,1999.0,Sports,electronic arts,0.27,0.01,0.0,0.0,0.28
6150,beyblade: metal masters,DS,2010.0,Action,konami digital entertainment,0.16,0.1,0.0,0.03,0.28
6151,need for speed: most wanted,WiiU,2013.0,Racing,electronic arts,0.14,0.12,0.0,0.02,0.28
6152,arcade hits: frisky tom,PS,2002.0,Action,hamster corporation,0.16,0.11,0.0,0.02,0.28
6153,dead to rights: retribution,PS3,2010.0,Shooter,namco bandai games,0.1,0.12,0.02,0.05,0.28
6154,harry potter and the sorcerer's stone,PS2,2003.0,Action,electronic arts,0.14,0.11,0.0,0.04,0.28
6155,unreal championship 2: the liandri conflict,XB,2007.0,Shooter,midway games,0.22,0.05,0.0,0.01,0.28
6156,kung fu chaos,XB,2003.0,Fighting,microsoft game studios,0.21,0.06,0.0,0.01,0.28
6157,mega man: dr. wily's revenge,GB,1991.0,Platform,nintendo,0.0,0.0,0.28,0.0,0.28
6158,yu-gi-oh! world championship 2008,DS,2007.0,Strategy,konami digital entertainment,0.13,0.02,0.12,0.01,0.28
6159,naruto shippuden: ultimate ninja storm 4,XOne,2016.0,Fighting,namco bandai games,0.19,0.06,0.0,0.03,0.28
6160,godzilla: domination!,GBA,2002.0,Fighting,atari,0.2,0.07,0.0,0.01,0.28
6161,sly cooper: thieves in time,PSV,2013.0,Platform,sony computer entertainment europe,0.16,0.06,0.0,0.05,0.28
6162,tales of the world: radiant mythology 3,PSP,2011.0,Role-Playing,namco bandai games,0.0,0.0,0.28,0.0,0.28
6163,famista '92,NES,1991.0,Sports,namco bandai games,0.0,0.0,0.28,0.0,0.28
6164,jissen pachi-slot hisshouhou! moujuu-oh s,PS2,2002.0,Misc,sammy corporation,0.0,0.0,0.28,0.0,0.28
6165,jackass the game,PS2,2007.0,Action,empire interactive,0.14,0.11,0.0,0.04,0.28
6166,mega man ii,GB,1991.0,Platform,nintendo,0.0,0.0,0.28,0.0,0.28
6167,lord of darkness,SNES,1991.0,Action,tecmo koei,0.0,0.0,0.28,0.0,0.28
6168,hannah montana: spotlight world tour,PS2,2008.0,Action,disney interactive studios,0.12,0.02,0.0,0.14,0.28
6169,rocket power: beach bandits,GBA,2002.0,Platform,thq,0.2,0.07,0.0,0.01,0.28
6170,surf's up,DS,2007.0,Sports,ubisoft,0.26,0.0,0.0,0.02,0.28
6171,carol vorderman's sudoku,PS2,2006.0,Puzzle,xplosiv,0.0,0.23,0.0,0.05,0.28
6172,mx superfly featuring ricky carmichael,PS2,2002.0,Racing,thq,0.14,0.11,0.0,0.04,0.28
6173,remington super slam hunting: africa,Wii,2010.0,Sports,mastiff,0.27,0.0,0.0,0.02,0.28
6174,army of two: the devil's cartel,PS3,2013.0,Shooter,electronic arts,0.11,0.11,0.01,0.05,0.28
6175,syphon filter: dark mirror,PS2,2007.0,Shooter,sony computer entertainment,0.14,0.11,0.0,0.04,0.28
6176,conflict: desert storm ii - back to bagdhad,XB,2003.0,Shooter,sci,0.21,0.06,0.0,0.01,0.28
6177,guitar hero live,PS3,2015.0,Misc,activision,0.09,0.14,0.0,0.05,0.28
6178,mission: impossible - operation surma,PS2,2003.0,Platform,atari,0.14,0.11,0.0,0.04,0.28
6179,sesame street: elmo's a-to-zoo adventure,DS,2010.0,Misc,warner bros. interactive entertainment,0.27,0.0,0.0,0.02,0.28
6180,mlb 07: the show,PSP,2007.0,Sports,sony computer entertainment,0.26,0.0,0.0,0.02,0.28
6181,pitfall: the mayan adventure,GBA,2001.0,Platform,interplay,0.2,0.07,0.0,0.01,0.28
6182,driver: parallel lines,PS2,2006.0,Racing,atari,0.12,0.1,0.03,0.03,0.28
6183,sing party,WiiU,2012.0,Misc,nintendo,0.13,0.12,0.0,0.02,0.28
6184,shrek: ogres & dronkeys,DS,2007.0,Simulation,activision,0.26,0.0,0.0,0.02,0.28
6185,monopoly,DS,2010.0,Misc,electronic arts,0.16,0.1,0.0,0.03,0.28
6186,hot wheels: track attack,DS,2010.0,Racing,thq,0.18,0.08,0.0,0.02,0.28
6187,backyard wrestling 2: there goes the neighborhood,PS2,2004.0,Fighting,eidos interactive,0.14,0.11,0.0,0.04,0.28
6188,virtua fighter 5 online,X360,2007.0,Fighting,sega,0.2,0.03,0.03,0.02,0.28
6189,disney's treasure planet,GBA,2002.0,Action,ubisoft,0.2,0.07,0.0,0.01,0.28
6190,dead or alive,PS,1998.0,Fighting,sony computer entertainment,0.09,0.06,0.1,0.02,0.28
6191,wild arms 5,PS2,2006.0,Role-Playing,505 games,0.14,0.11,0.0,0.04,0.28
6192,bionic commando,X360,2009.0,Platform,capcom,0.12,0.12,0.01,0.03,0.28
6193,nfl blitz 20-02,PS2,2002.0,Sports,midway games,0.14,0.11,0.0,0.04,0.28
6194,mega man 7,SNES,1995.0,Platform,laguna,0.03,0.01,0.23,0.01,0.28
6195,ncaa march madness 2005,XB,2004.0,Sports,electronic arts,0.21,0.06,0.0,0.01,0.28
6196,shadows of the damned,PS3,2011.0,Action,electronic arts,0.11,0.09,0.04,0.04,0.28
6197,"the chronicles of narnia: the lion, the witch and the wardrobe",GC,2007.0,Action,disney interactive studios,0.22,0.06,0.0,0.01,0.28
6198,nba in the zone,PS,1995.0,Sports,konami digital entertainment,0.16,0.11,0.0,0.02,0.28
6199,corvette,GBA,2003.0,Racing,tdk mediactive,0.2,0.07,0.0,0.01,0.28
6200,f1 roc: race of champions,SNES,1992.0,Sports,ocean,0.0,0.0,0.28,0.0,0.28
6201,just dance 2015,PS3,2014.0,Misc,ubisoft,0.12,0.11,0.0,0.05,0.28
6202,the adventures of jimmy neutron boy genius: attack of the twonkies,GC,2004.0,Action,thq,0.22,0.06,0.0,0.01,0.28
6203,silent hill 2: restless dreams,XB,2001.0,Action,konami digital entertainment,0.21,0.06,0.0,0.01,0.28
6204,cabela's big game hunter 2012,X360,2011.0,Sports,activision,0.24,0.02,0.0,0.02,0.28
6205,dragon quest heroes ii: twin kings and the prophecy's end,PS4,2016.0,Action,square enix,0.0,0.0,0.28,0.0,0.28
6206,moshi monsters: moshlings theme park,3DS,2012.0,Misc,activision,0.13,0.13,0.0,0.03,0.28
6207,uefa euro 2016,PS4,2016.0,Sports,konami digital entertainment,0.0,0.21,0.03,0.03,0.28
6208,soul nomad & the world eaters,PS2,2007.0,Role-Playing,tecmo koei,0.14,0.11,0.0,0.04,0.28
6209,rollercoaster tycoon 3,PC,2004.0,Strategy,atari,0.01,0.22,0.0,0.05,0.28
6210,bass strike,PS2,2001.0,Sports,thq,0.14,0.11,0.0,0.04,0.28
6211,nhl hitz 20-03,PS2,2002.0,Sports,midway games,0.14,0.11,0.0,0.04,0.28
6212,danganronpa another episode: ultra despair girls,PSV,2014.0,Action,nippon ichi software,0.1,0.03,0.12,0.04,0.28
6213,pac-man fever,GC,2007.0,Misc,unknown,0.21,0.06,0.0,0.01,0.28
6214,over the hedge,DS,2006.0,Platform,activision,0.25,0.01,0.0,0.02,0.28
6215,real pool,PS2,2000.0,Sports,midas interactive entertainment,0.14,0.11,0.0,0.04,0.28
6216,icarly 2: ijoin the click!,DS,2010.0,Adventure,activision,0.26,0.01,0.0,0.02,0.28
6217,the warriors,PSP,2007.0,Action,take-two interactive,0.23,0.02,0.0,0.03,0.28
6218,mister mosquito,PS2,2001.0,Shooter,eidos interactive,0.05,0.04,0.17,0.01,0.28
6219,kakyuusei,SAT,1997.0,Strategy,elf,0.0,0.0,0.28,0.0,0.28
6220,patapon 3,PSP,2011.0,Misc,sony computer entertainment,0.05,0.04,0.17,0.02,0.28
6221,sesame street: cookie's counting carnival,DS,2010.0,Misc,warner bros. interactive entertainment,0.26,0.0,0.0,0.02,0.28
6222,civilization ii,PS,1998.0,Strategy,activision,0.15,0.11,0.0,0.02,0.28
6223,guitar hero: van halen,PS3,2009.0,Misc,activision,0.14,0.09,0.0,0.04,0.28
6224,dynasty warriors: gundam,PS2,2008.0,Action,namco bandai games,0.0,0.0,0.28,0.0,0.28
6225,madagascar,XB,2005.0,Platform,activision,0.21,0.06,0.0,0.01,0.28
6226,transformers: cybertron adventures,Wii,2010.0,Action,activision,0.15,0.1,0.0,0.03,0.28
6227,indiana jones and the staff of kings,PS2,2009.0,Action,activision,0.11,0.01,0.0,0.16,0.28
6228,f-1 grand prix,SNES,1992.0,Racing,video system,0.0,0.0,0.28,0.0,0.28
6229,mass effect 3,WiiU,2012.0,Role-Playing,electronic arts,0.14,0.11,0.0,0.02,0.28
6230,pinkalicious,DS,2011.0,Misc,gamemill entertainment,0.26,0.0,0.0,0.02,0.28
6231,simcity 2000,SAT,1994.0,Simulation,sega,0.0,0.0,0.28,0.0,0.28
6232,deer hunter,PS2,2003.0,Sports,atari,0.14,0.11,0.0,0.04,0.28
6233,pokemon box: ruby & sapphire,GC,2003.0,Misc,nintendo,0.0,0.0,0.27,0.01,0.28
6234,puyo puyo! 15th anniversary,DS,2006.0,Puzzle,sega,0.0,0.0,0.28,0.0,0.28
6235,yu-gi-oh! monster capsule breed & battle,PS,1998.0,Role-Playing,konami digital entertainment,0.0,0.0,0.26,0.02,0.28
6236,fifa soccer 07,X360,2006.0,Sports,electronic arts,0.24,0.01,0.0,0.02,0.28
6237,mass effect trilogy,PC,2012.0,Action,electronic arts,0.09,0.16,0.0,0.03,0.28
6238,dave mirra freestyle bmx 2,GC,2001.0,Sports,acclaim entertainment,0.21,0.06,0.0,0.01,0.28
6239,ac/dc live: rock band track pack,Wii,2008.0,Misc,mtv games,0.25,0.0,0.0,0.02,0.28
6240,my japanese coach,DS,2008.0,Misc,ubisoft,0.25,0.0,0.0,0.02,0.28
6241,puppeteer,PS3,2013.0,Platform,sony computer entertainment europe,0.11,0.1,0.02,0.04,0.28
6242,warpath: jurassic park,PS,1998.0,Fighting,electronic arts,0.15,0.1,0.0,0.02,0.28
6243,tak and the guardians of gross,PS2,2008.0,Action,thq,0.14,0.11,0.0,0.04,0.28
6244,true crime: new york city,XB,2005.0,Action,activision,0.21,0.06,0.0,0.01,0.28
6245,summer heat beach volleyball,PS2,2003.0,Sports,acclaim entertainment,0.14,0.11,0.0,0.04,0.28
6246,ncaa basketball 09,PS2,2008.0,Sports,electronic arts,0.14,0.11,0.0,0.04,0.28
6247,one piece unlimited cruise 1: the treasure beneath the waves,Wii,2008.0,Adventure,namco bandai games,0.0,0.07,0.19,0.01,0.28
6248,marvel super hero squad: the infinity gauntlet,Wii,2010.0,Action,thq,0.22,0.04,0.0,0.02,0.28
6249,dead rising 2: off the record,X360,2011.0,Action,capcom,0.17,0.09,0.0,0.02,0.28
6250,power pro kun pocket 3,GBA,2001.0,Sports,konami digital entertainment,0.0,0.0,0.27,0.01,0.28
6251,myst iii: exile,PS2,2002.0,Adventure,ubisoft,0.14,0.11,0.0,0.04,0.28
6252,castlevania: aria of sorrow,GBA,2003.0,Platform,konami digital entertainment,0.2,0.07,0.0,0.0,0.28
6253,nba 2k12,PSP,2011.0,Sports,take-two interactive,0.22,0.03,0.0,0.03,0.28
